Id;DiaCaptura;PVP;PVP_Unidad_Medida;UltActualizacion
6082619;09/11/2019;1,99 €;4,42 € / el kilo;09/11/2019 19:34:04
6080716;09/11/2019;1,65 €;3,67 € / el kilo;09/11/2019 19:34:04
6082678;09/11/2019;1,25 €;2,60 € / el kilo;09/11/2019 19:34:04
1900172;09/11/2019;1,60 €;2,37 € / el kilo;09/11/2019 19:34:04
1900173;09/11/2019;1,54 €;1,93 € / el kilo;09/11/2019 19:34:04
1900165;09/11/2019;2,59 €;3,81 € / el kilo;09/11/2019 19:34:04
1900171;09/11/2019;2,59 €;3,81 € / el kilo;09/11/2019 19:34:04
1900168;09/11/2019;2,19 €;4,87 € / el kilo;09/11/2019 19:34:04
6082550;09/11/2019;1,99 €;4,42 € / el kilo;09/11/2019 19:34:04
6082687;09/11/2019;2,19 €;4,87 € / el kilo;09/11/2019 19:34:04
1900167;09/11/2019;2,19 €;4,87 € / el kilo;09/11/2019 19:34:05
1900160;09/11/2019;2,19 €;4,87 € / el kilo;09/11/2019 19:34:05
1900189;09/11/2019;2,59 €;3,81 € / el kilo;09/11/2019 19:34:05
1900190;09/11/2019;2,59 €;3,81 € / el kilo;09/11/2019 19:34:05
6895080;09/11/2019;1,99 €;8,29 € / el kilo;09/11/2019 19:34:12
6095703;09/11/2019;1,99 €;8,29 € / el kilo;09/11/2019 19:34:12
6082104;09/11/2019;1,65 €;5,50 € / el kilo;09/11/2019 19:34:12
6080766;09/11/2019;1,25 €;3,79 € / el kilo;09/11/2019 19:34:12
6080762;09/11/2019;1,69 €;5,63 € / el kilo;09/11/2019 19:34:12
6082087;09/11/2019;1,99 €;6,72 € / el kilo;09/11/2019 19:34:12
6082179;09/11/2019;0,79 €;2,63 € / el kilo;09/11/2019 19:34:13
6082183;09/11/2019;0,80 €;2,42 € / el kilo;09/11/2019 19:34:13
6082171;09/11/2019;0,79 €;2,63 € / el kilo;09/11/2019 19:34:13
6082172;09/11/2019;0,75 €;3,13 € / el kilo;09/11/2019 19:34:13
6082189;09/11/2019;1,59 €;5,13 € / el kilo;09/11/2019 19:34:13
6082188;09/11/2019;1,59 €;5,13 € / el kilo;09/11/2019 19:34:13
6082169;09/11/2019;1,59 €;6,85 € / el kilo;09/11/2019 19:34:13
6082164;09/11/2019;1,00 €;8,00 € / el kilo;09/11/2019 19:34:13
6082191;09/11/2019;1,25 €;5,56 € / el kilo;09/11/2019 19:34:14
6082165;09/11/2019;1,25 €;6,25 € / el kilo;09/11/2019 19:34:14
6082170;09/11/2019;1,09 €;3,52 € / el kilo;09/11/2019 19:34:14
1900159;09/11/2019;1,49 €;8,51 € / el kilo;09/11/2019 19:34:14
6092167;09/11/2019;1,64 €;2,19 € / el kilo;09/11/2019 19:34:21
6092162;09/11/2019;1,64 €;2,19 € / el kilo;09/11/2019 19:34:21
6092168;09/11/2019;1,64 €;2,19 € / el kilo;09/11/2019 19:34:21
6080847;09/11/2019;1,89 €;7,88 € / el kilo;09/11/2019 19:34:21
6080821;09/11/2019;1,89 €;7,88 € / el kilo;09/11/2019 19:34:21
6092144;09/11/2019;1,59 €;9,52 € / el kilo;09/11/2019 19:34:21
6091638;09/11/2019;1,78 €;6,59 € / el kilo;09/11/2019 19:34:21
6091639;09/11/2019;2,89 €;4,01 € / el kilo;09/11/2019 19:34:22
6092163;09/11/2019;0,75 €;2,78 € / el kilo;09/11/2019 19:34:22
6092166;09/11/2019;0,75 €;2,78 € / el kilo;09/11/2019 19:34:22
6092164;09/11/2019;0,75 €;2,78 € / el kilo;09/11/2019 19:34:22
6092178;09/11/2019;1,00 €;3,70 € / el kilo;09/11/2019 19:34:22
6092165;09/11/2019;0,75 €;2,78 € / el kilo;09/11/2019 19:34:22
6092148;09/11/2019;1,89 €;5,83 € / el kilo;09/11/2019 19:34:22
6092150;09/11/2019;2,99 €;4,61 € / el kilo;09/11/2019 19:34:22
6092149;09/11/2019;1,89 €;5,83 € / el kilo;09/11/2019 19:34:22
6092147;09/11/2019;1,89 €;6,56 € / el kilo;09/11/2019 19:34:23
6091608;09/11/2019;1,78 €;6,59 € / el kilo;09/11/2019 19:34:23
6090629;09/11/2019;2,89 €;4,01 € / el kilo;09/11/2019 19:34:23
6090639;09/11/2019;2,89 €;4,01 € / el kilo;09/11/2019 19:34:23
6090638;09/11/2019;1,78 €;6,59 € / el kilo;09/11/2019 19:34:23
6090628;09/11/2019;1,78 €;6,59 € / el kilo;09/11/2019 19:34:23
6092143;09/11/2019;3,65 €;14,04 € / el kilo;09/11/2019 19:34:23
6092179;09/11/2019;1,00 €;3,70 € / el kilo;09/11/2019 19:34:23
6090683;09/11/2019;1,49 €;12,42 € / el kilo;09/11/2019 19:34:30
6090695;09/11/2019;0,55 €;4,58 € / el kilo;09/11/2019 19:34:30
6090611;09/11/2019;1,00 €;8,33 € / el kilo;09/11/2019 19:34:30
6080876;09/11/2019;1,59 €;15,90 € / el kilo;09/11/2019 19:34:31
6080878;09/11/2019;1,59 €;15,90 € / el kilo;09/11/2019 19:34:31
6090698;09/11/2019;1,69 €;16,90 € / el kilo;09/11/2019 19:34:31
6090684;09/11/2019;1,57 €;15,70 € / el kilo;09/11/2019 19:34:31
6090987;09/11/2019;1,75 €;11,67 € / el kilo;09/11/2019 19:34:31
6090986;09/11/2019;1,85 €;12,33 € / el kilo;09/11/2019 19:34:31
6090990;09/11/2019;0,75 €;4,69 € / el kilo;09/11/2019 19:34:31
6097122;09/11/2019;1,25 €;3,13 € / el kilo;09/11/2019 19:34:31
6090991;09/11/2019;0,75 €;4,69 € / el kilo;09/11/2019 19:34:31
6090985;09/11/2019;3,00 €;20,00 € / el kilo;09/11/2019 19:34:31
6097650;09/11/2019;1,25 €;3,13 € / el kilo;09/11/2019 19:34:32
6090992;09/11/2019;0,59 €;2,62 € / el kilo;09/11/2019 19:34:32
6091952;09/11/2019;1,25 €;5,56 € / el kilo;09/11/2019 19:34:32
6090993;09/11/2019;0,59 €;2,62 € / el kilo;09/11/2019 19:34:32
6080886;09/11/2019;0,99 €;16,50 € / el kilo;09/11/2019 19:34:42
6080574;09/11/2019;0,85 €;13,71 € / el kilo;09/11/2019 19:34:42
6080569;09/11/2019;0,85 €;13,08 € / el kilo;09/11/2019 19:34:42
6080573;09/11/2019;0,85 €;15,18 € / el kilo;09/11/2019 19:34:42
6080543;09/11/2019;0,56 €;7,47 € / el kilo;09/11/2019 19:34:42
6080828;09/11/2019;1,03 €;12,88 € / el kilo;09/11/2019 19:34:43
6080827;09/11/2019;1,03 €;12,88 € / el kilo;09/11/2019 19:34:43
6080556;09/11/2019;0,54 €;2,70 € / el kilo;09/11/2019 19:34:43
6080551;09/11/2019;1,25 €;8,33 € / el kilo;09/11/2019 19:34:43
6080550;09/11/2019;1,15 €;7,67 € / el kilo;09/11/2019 19:34:43
6080555;09/11/2019;0,45 €;1,80 € / el kilo;09/11/2019 19:34:43
6080554;09/11/2019;0,45 €;1,80 € / el kilo;09/11/2019 19:34:43
6080561;09/11/2019;1,60 €;11,43 € / el kilo;09/11/2019 19:34:43
6080548;09/11/2019;1,25 €;8,33 € / el kilo;09/11/2019 19:34:43
6080549;09/11/2019;1,15 €;7,67 € / el kilo;09/11/2019 19:34:44
6080557;09/11/2019;0,49 €;2,72 € / el kilo;09/11/2019 19:34:44
6080545;09/11/2019;1,45 €;17,06 € / el kilo;09/11/2019 19:34:44
6080544;09/11/2019;1,45 €;17,06 € / el kilo;09/11/2019 19:34:44
6080560;09/11/2019;0,85 €;15,45 € / el kilo;09/11/2019 19:34:44
6080575;09/11/2019;1,00 €;9,09 € / el kilo;09/11/2019 19:34:44
6080576;09/11/2019;1,00 €;9,09 € / el kilo;09/11/2019 19:34:44
1900163;09/11/2019;2,75 €;5,50 € / el kilo;09/11/2019 19:34:44
1900164;09/11/2019;2,75 €;5,50 € / el kilo;09/11/2019 19:34:44
1900162;09/11/2019;2,25 €;4,50 € / el kilo;09/11/2019 19:34:45
1900161;09/11/2019;2,90 €;9,67 € / el kilo;09/11/2019 19:34:45
1900181;09/11/2019;1,20 €;6,67 € / el kilo;09/11/2019 19:34:45
1900154;09/11/2019;1,35 €;3,38 € / el kilo;09/11/2019 19:34:45
1900153;09/11/2019;2,49 €;4,98 € / el kilo;09/11/2019 19:34:45
1900158;09/11/2019;3,99 €;9,98 € / el kilo;09/11/2019 19:34:45
9011096;10/11/2019;14,95 €;14,95 €;10/11/2019 22:37:50
9011098;10/11/2019;17,99 €;17,99 €;10/11/2019 22:37:50
9011099;10/11/2019;20,75 €;20,75 €;10/11/2019 22:37:50
6560497;10/11/2019;19,70 €;19,70 €;10/11/2019 22:37:50
9011093;10/11/2019;39,95 €;39,95 €;10/11/2019 22:37:50
9011092;10/11/2019;29,95 €;29,95 €;10/11/2019 22:37:50
6533198;10/11/2019;27,45 €;27,45 €;10/11/2019 22:37:56
9011096;11/11/2019;14,95 €;14,95 €;11/11/2019 19:50:57
9011098;11/11/2019;17,99 €;17,99 €;11/11/2019 19:50:58
9011099;11/11/2019;20,75 €;20,75 €;11/11/2019 19:50:58
6560497;11/11/2019;19,70 €;19,70 €;11/11/2019 19:50:58
9011093;11/11/2019;39,95 €;39,95 €;11/11/2019 19:50:58
9011092;11/11/2019;29,95 €;29,95 €;11/11/2019 19:50:58
6533198;11/11/2019;27,45 €;27,45 €;11/11/2019 01:15:05
8511081;11/11/2019;7,69 €;3,85 € / el litro;11/11/2019 01:29:26
8511318;11/11/2019;8,69 €;8,69 € / el litro;11/11/2019 01:29:26
8511087;11/11/2019;10,20 €;6,80 € / el litro;11/11/2019 01:29:26
8511118;11/11/2019;6,59 €;6,59 € / el litro;11/11/2019 01:29:26
8511092;11/11/2019;3,35 €;3,35 € / el litro;11/11/2019 01:29:26
8511083;11/11/2019;7,50 €;7,50 € / el litro;11/11/2019 01:29:26
8511070;11/11/2019;2,39 €;2,39 € / el litro;11/11/2019 01:29:26
8810022;11/11/2019;10,55 €;10,55 € / el litro;11/11/2019 01:29:26
8512395;11/11/2019;6,85 €;6,85 € / el litro;11/11/2019 01:29:26
8511061;11/11/2019;9,90 €;13,20 € / el litro;11/11/2019 01:29:27
8511075;11/11/2019;12,95 €;12,95 € / el litro;11/11/2019 01:29:27
8512118;11/11/2019;6,59 €;6,59 € / el litro;11/11/2019 01:29:27
8810021;11/11/2019;10,55 €;10,55 € / el litro;11/11/2019 01:29:27
8512318;11/11/2019;8,69 €;8,69 € / el litro;11/11/2019 01:29:27
8512393;11/11/2019;10,20 €;6,80 € / el litro;11/11/2019 01:29:27
8512396;11/11/2019;6,85 €;6,85 € / el litro;11/11/2019 01:29:27
8512382;11/11/2019;9,90 €;13,20 € / el litro;11/11/2019 01:29:27
8512387;11/11/2019;12,95 €;12,95 € / el litro;11/11/2019 01:29:27
8522199;11/11/2019;7,95 €;7,95 € / el litro;11/11/2019 01:29:27
8521416;11/11/2019;3,20 €;2,67 € / el litro;11/11/2019 01:29:33
8551018;11/11/2019;12,90 €;18,43 € / el litro;11/11/2019 01:29:34
8551056;11/11/2019;13,50 €;19,29 € / el litro;11/11/2019 01:29:34
8551078;11/11/2019;14,45 €;14,45 € / el litro;11/11/2019 01:29:34
306120;11/11/2019;9,75 €;13,00 € / el litro;11/11/2019 01:29:40
8810008;11/11/2019;2,85 €;4,07 € / el litro;11/11/2019 01:29:40
8601216;11/11/2019;5,99 €;7,99 € / el litro;11/11/2019 01:29:40
8459161;11/11/2019;9,45 €;18,90 € / el litro;11/11/2019 01:29:40
362001;11/11/2019;5,95 €;7,93 € / el litro;11/11/2019 01:29:40
8670418;11/11/2019;3,40 €;3,40 € / el litro;11/11/2019 01:29:40
8650316;11/11/2019;5,70 €;7,60 € / el litro;11/11/2019 01:29:41
8670428;11/11/2019;4,25 €;4,25 € / el litro;11/11/2019 01:29:41
8610508;11/11/2019;3,59 €;4,79 € / el litro;11/11/2019 01:29:41
8462265;11/11/2019;7,45 €;10,64 € / el litro;11/11/2019 01:29:41
4350592;11/11/2019;0,70 €;0,35 € / el litro;11/11/2019 01:37:57
4350591;11/11/2019;0,70 €;0,35 € / el litro;11/11/2019 01:37:57
4350519;11/11/2019;1,55 €;1,03 € / el litro;11/11/2019 01:37:57
4350513;11/11/2019;2,89 €;0,96 € / el litro;11/11/2019 01:37:57
4350528;11/11/2019;1,55 €;1,03 € / el litro;11/11/2019 01:37:57
4350529;11/11/2019;1,55 €;1,03 € / el litro;11/11/2019 01:37:57
7215696;11/11/2019;9,90 €;1,98 € / el litro;11/11/2019 01:39:00
7215697;11/11/2019;1,99 €;1,99 € / el litro;11/11/2019 01:39:01
7240593;11/11/2019;2,00 €;2,00 € / el litro;11/11/2019 01:39:01
7230521;11/11/2019;1,67 €;1,67 € / el litro;11/11/2019 01:39:01
6925375;11/11/2019;5,95 €;13,22 € / el litro;11/11/2019 01:39:01
5421299;11/11/2019;1,00 €;11,11 € / el kilo;11/11/2019 01:39:41
3513032;11/11/2019;1,72 €;10,89 € / el kilo;11/11/2019 01:39:41
3513012;11/11/2019;1,21 €;14,40 € / el kilo;11/11/2019 01:39:42
3513006;11/11/2019;1,99 €;13,27 € / el kilo;11/11/2019 01:39:42
3513010;11/11/2019;6,19 €;6,19 € / el kilo;11/11/2019 01:39:42
3513018;11/11/2019;1,39 €;9,27 € / el kilo;11/11/2019 01:39:42
3513017;11/11/2019;1,39 €;9,27 € / el kilo;11/11/2019 01:39:42
3513019;11/11/2019;1,39 €;9,27 € / el kilo;11/11/2019 01:39:42
3513030;11/11/2019;0,86 €;9,56 € / el kilo;11/11/2019 01:39:42
3513021;11/11/2019;1,00 €;10,00 € / el kilo;11/11/2019 01:39:42
3513043;11/11/2019;1,00 €;12,50 € / el kilo;11/11/2019 01:39:42
3513020;11/11/2019;2,29 €;15,27 € / el kilo;11/11/2019 01:39:43
5420456;11/11/2019;1,35 €;9,00 € / el kilo;11/11/2019 01:39:43
5420457;11/11/2019;1,35 €;9,00 € / el kilo;11/11/2019 01:39:43
5420483;11/11/2019;1,35 €;9,00 € / el kilo;11/11/2019 01:39:43
5420459;11/11/2019;1,35 €;9,00 € / el kilo;11/11/2019 01:39:43
3513001;11/11/2019;0,65 €;4,81 € / el kilo;11/11/2019 01:39:43
3513078;11/11/2019;0,60 €;4,00 € / el kilo;11/11/2019 01:39:43
5421298;11/11/2019;1,69 €;5,63 € / el kilo;11/11/2019 01:39:43
5421287;11/11/2019;1,75 €;11,67 € / el kilo;11/11/2019 01:39:43
5420927;11/11/2019;1,35 €;9,00 € / el kilo;11/11/2019 01:39:43
5420952;11/11/2019;1,25 €;6,94 € / el kilo;11/11/2019 01:39:44
5420953;11/11/2019;1,29 €;7,17 € / el kilo;11/11/2019 01:39:44
5420898;11/11/2019;0,65 €;4,33 € / el kilo;11/11/2019 01:39:44
3513052;11/11/2019;0,62 €;8,27 € / el kilo;11/11/2019 01:39:44
5420425;11/11/2019;1,69 €;11,27 € / el kilo;11/11/2019 01:39:44
5420975;11/11/2019;1,35 €;9,00 € / el kilo;11/11/2019 01:39:44
5421289;11/11/2019;1,35 €;9,00 € / el kilo;11/11/2019 01:39:44
3513080;11/11/2019;0,75 €;5,00 € / el kilo;11/11/2019 01:39:44
5421290;11/11/2019;1,85 €;10,28 € / el kilo;11/11/2019 01:39:44
5421297;11/11/2019;1,69 €;5,28 € / el kilo;11/11/2019 01:39:44
5421296;11/11/2019;1,69 €;5,28 € / el kilo;11/11/2019 01:39:45
3513023;11/11/2019;1,00 €;10,00 € / el kilo;11/11/2019 01:39:45
3513083;11/11/2019;0,60 €;4,00 € / el kilo;11/11/2019 01:39:45
3513085;11/11/2019;0,65 €;4,33 € / el kilo;11/11/2019 01:39:45
3513086;11/11/2019;0,60 €;4,00 € / el kilo;11/11/2019 01:39:45
5420248;11/11/2019;1,99 €;11,37 € / el kilo;11/11/2019 01:39:45
5420439;11/11/2019;0,95 €;0,95 €;11/11/2019 01:39:45
3513069;11/11/2019;0,85 €;0,85 €;11/11/2019 01:39:45
5420916;11/11/2019;0,89 €;0,89 €;11/11/2019 01:39:45
5420411;11/11/2019;1,24 €;8,27 € / el kilo;11/11/2019 01:39:45
5420945;11/11/2019;1,89 €;15,75 € / el kilo;11/11/2019 01:39:46
3513005;11/11/2019;1,99 €;13,27 € / el kilo;11/11/2019 01:39:46
3513044;11/11/2019;1,25 €;6,94 € / el kilo;11/11/2019 01:39:46
5421295;11/11/2019;1,99 €;12,06 € / el kilo;11/11/2019 01:39:46
4132890;11/11/2019;2,29 €;15,27 € / el kilo;11/11/2019 01:39:46
3513042;11/11/2019;1,25 €;15,63 € / el kilo;11/11/2019 01:39:46
3513007;11/11/2019;1,00 €;11,76 € / el kilo;11/11/2019 01:39:46
3513009;11/11/2019;1,00 €;12,50 € / el kilo;11/11/2019 01:39:46
3513082;11/11/2019;0,60 €;4,00 € / el kilo;11/11/2019 01:39:46
3513081;11/11/2019;0,60 €;4,00 € / el kilo;11/11/2019 01:39:47
5420904;11/11/2019;2,75 €;9,17 € / el kilo;11/11/2019 01:39:47
3513070;11/11/2019;1,00 €;12,50 € / el kilo;11/11/2019 01:39:47
5420908;11/11/2019;2,75 €;8,59 € / el kilo;11/11/2019 01:39:47
5420902;11/11/2019;2,65 €;8,28 € / el kilo;11/11/2019 01:39:47
5420897;11/11/2019;0,75 €;5,00 € / el kilo;11/11/2019 01:39:47
3513091;11/11/2019;1,25 €;7,14 € / el kilo;11/11/2019 01:39:47
3513055;11/11/2019;0,84 €;6,00 € / el kilo;11/11/2019 01:39:47
5420496;11/11/2019;1,35 €;9,00 € / el kilo;11/11/2019 01:39:47
5420259;11/11/2019;1,35 €;9,00 € / el kilo;11/11/2019 01:39:47
3513079;11/11/2019;0,75 €;5,00 € / el kilo;11/11/2019 01:39:48
5420900;11/11/2019;0,60 €;4,00 € / el kilo;11/11/2019 01:39:48
5420026;11/11/2019;1,15 €;11,50 € / el kilo;11/11/2019 01:39:57
5420062;11/11/2019;1,24 €;11,81 € / el kilo;11/11/2019 01:39:57
5420027;11/11/2019;1,15 €;14,37 € / el kilo;11/11/2019 01:39:57
5420079;11/11/2019;0,95 €;10,56 € / el kilo;11/11/2019 01:39:57
5420080;11/11/2019;0,95 €;10,56 € / el kilo;11/11/2019 01:39:57
5420054;11/11/2019;2,75 €;36,67 € / el kilo;11/11/2019 01:39:58
5420033;11/11/2019;1,89 €;22,24 € / el kilo;11/11/2019 01:39:58
5420087;11/11/2019;0,65 €;0,05 € / la unidad;11/11/2019 01:39:58
5420969;11/11/2019;1,89 €;14,54 € / el kilo;11/11/2019 01:39:58
3513099;11/11/2019;1,95 €;13,00 € / el kilo;11/11/2019 01:39:58
5420968;11/11/2019;2,75 €;18,97 € / el kilo;11/11/2019 01:39:58
5420954;11/11/2019;1,89 €;14,54 € / el kilo;11/11/2019 01:39:58
5420076;11/11/2019;1,00 €;1,00 €;11/11/2019 01:39:58
5420038;11/11/2019;1,00 €;76,92 € / el kilo;11/11/2019 01:39:58
5420039;11/11/2019;1,00 €;76,92 € / el kilo;11/11/2019 01:39:59
5420311;11/11/2019;1,20 €;8,00 € / el kilo;11/11/2019 01:39:59
5420312;11/11/2019;1,20 €;8,00 € / el kilo;11/11/2019 01:39:59
5420599;11/11/2019;1,20 €;8,00 € / el kilo;11/11/2019 01:39:59
5420407;11/11/2019;1,00 €;1,00 €;11/11/2019 01:39:59
5420548;11/11/2019;0,98 €;0,98 €;11/11/2019 01:39:59
5420549;11/11/2019;0,98 €;0,98 €;11/11/2019 01:39:59
5420095;11/11/2019;1,00 €;6,67 € / el kilo;11/11/2019 01:39:59
5420582;11/11/2019;1,57 €;13,65 € / el kilo;11/11/2019 01:39:59
5420083;11/11/2019;1,59 €;26,50 € / el kilo;11/11/2019 01:39:59
5420098;11/11/2019;1,58 €;13,74 € / el kilo;11/11/2019 01:40:00
5420058;11/11/2019;1,00 €;6,67 € / el kilo;11/11/2019 01:40:00
5420556;11/11/2019;1,75 €;15,22 € / el kilo;11/11/2019 01:40:00
5420096;11/11/2019;1,00 €;6,67 € / el kilo;11/11/2019 01:40:00
5420532;11/11/2019;1,58 €;13,74 € / el kilo;11/11/2019 01:40:00
5420082;11/11/2019;1,59 €;26,50 € / el kilo;11/11/2019 01:40:00
5420528;11/11/2019;1,75 €;8,75 € / el kilo;11/11/2019 01:40:00
5420577;11/11/2019;1,79 €;15,57 € / el kilo;11/11/2019 01:40:00
5420501;11/11/2019;1,45 €;14,50 € / el kilo;11/11/2019 01:40:00
5420074;11/11/2019;0,69 €;0,69 €;11/11/2019 01:40:01
5420428;11/11/2019;0,69 €;0,69 €;11/11/2019 01:40:01
5420346;11/11/2019;1,75 €;15,22 € / el kilo;11/11/2019 01:40:01
5420597;11/11/2019;5,59 €;5,59 € / el kilo;11/11/2019 01:40:01
5420313;11/11/2019;2,15 €;43,00 € / el kilo;11/11/2019 01:40:01
5420065;11/11/2019;1,79 €;18,08 € / el kilo;11/11/2019 01:40:01
5420066;11/11/2019;1,79 €;18,08 € / el kilo;11/11/2019 01:40:01
5420064;11/11/2019;1,79 €;18,08 € / el kilo;11/11/2019 01:40:01
5420090;11/11/2019;1,00 €;1,00 €;11/11/2019 01:40:01
5420088;11/11/2019;1,00 €;1,00 €;11/11/2019 01:40:01
5420020;11/11/2019;1,55 €;11,48 € / el kilo;11/11/2019 01:40:02
5420574;11/11/2019;1,71 €;19,00 € / el kilo;11/11/2019 01:40:02
1524235;11/11/2019;1,59 €;26,50 € / el kilo;11/11/2019 01:40:02
5420381;11/11/2019;1,71 €;19,00 € / el kilo;11/11/2019 01:40:02
5420022;11/11/2019;1,95 €;1,95 €;11/11/2019 01:40:02
5420043;11/11/2019;2,05 €;21,58 € / el kilo;11/11/2019 01:40:02
5420550;11/11/2019;1,35 €;11,25 € / el kilo;11/11/2019 01:40:02
5420042;11/11/2019;1,50 €;1,50 €;11/11/2019 01:40:02
5420539;11/11/2019;1,70 €;25,76 € / el kilo;11/11/2019 01:40:02
5420044;11/11/2019;1,21 €;11,52 € / el kilo;11/11/2019 01:40:02
5420034;11/11/2019;1,99 €;12,06 € / el kilo;11/11/2019 01:40:03
5420063;11/11/2019;1,25 €;13,74 € / el kilo;11/11/2019 01:40:03
5420070;11/11/2019;1,73 €;1,73 €;11/11/2019 01:40:03
5420502;11/11/2019;1,73 €;1,73 €;11/11/2019 01:40:03
5420084;11/11/2019;1,73 €;1,73 €;11/11/2019 01:40:03
5420546;11/11/2019;1,73 €;1,73 €;11/11/2019 01:40:03
5420519;11/11/2019;1,49 €;1,49 €;11/11/2019 01:40:03
5420287;11/11/2019;1,49 €;1,49 €;11/11/2019 01:40:03
5420288;11/11/2019;1,49 €;1,49 €;11/11/2019 01:40:03
3515061;11/11/2019;0,99 €;24,75 € / el kilo;11/11/2019 01:40:04
3515066;11/11/2019;1,25 €;16,67 € / el kilo;11/11/2019 01:40:04
3503012;11/11/2019;1,35 €;1,35 €;11/11/2019 01:40:04
3515085;11/11/2019;0,96 €;13,33 € / el kilo;11/11/2019 01:40:04
3515086;11/11/2019;3,50 €;8,75 € / el kilo;11/11/2019 01:40:04
3515060;11/11/2019;1,20 €;1,20 €;11/11/2019 01:40:04
5450177;11/11/2019;1,69 €;1,69 € / la unidad;11/11/2019 01:40:14
5450948;11/11/2019;1,69 €;30,18 € / el kilo;11/11/2019 01:40:14
5450119;11/11/2019;0,60 €;0,60 €;11/11/2019 01:40:14
5450118;11/11/2019;0,60 €;0,60 €;11/11/2019 01:40:14
5450153;11/11/2019;0,80 €;0,80 €;11/11/2019 01:40:14
5450109;11/11/2019;1,80 €;18,00 € / el kilo;11/11/2019 01:40:14
5450188;11/11/2019;1,49 €;1,49 €;11/11/2019 01:40:14
5450186;11/11/2019;2,25 €;38,79 € / el kilo;11/11/2019 01:40:14
5450899;11/11/2019;1,49 €;1,49 €;11/11/2019 01:40:14
5450910;11/11/2019;2,25 €;38,79 € / el kilo;11/11/2019 01:40:15
5450898;11/11/2019;1,49 €;1,49 €;11/11/2019 01:40:15
5450911;11/11/2019;2,25 €;38,79 € / el kilo;11/11/2019 01:40:15
5450598;11/11/2019;1,30 €;1,30 €;11/11/2019 01:40:15
5450152;11/11/2019;2,95 €;42,75 € / el kilo;11/11/2019 01:40:15
5450597;11/11/2019;1,30 €;1,30 €;11/11/2019 01:40:15
5450148;11/11/2019;2,95 €;42,75 € / el kilo;11/11/2019 01:40:15
5450890;11/11/2019;1,49 €;1,49 €;11/11/2019 01:40:15
5450887;11/11/2019;2,25 €;38,79 € / el kilo;11/11/2019 01:40:15
5450151;11/11/2019;0,80 €;17,78 € / el kilo;11/11/2019 01:40:15
5450111;11/11/2019;1,80 €;18,00 € / el kilo;11/11/2019 01:40:16
5450124;11/11/2019;0,70 €;0,70 €;11/11/2019 01:40:16
5450123;11/11/2019;0,70 €;0,70 €;11/11/2019 01:40:16
5450154;11/11/2019;0,80 €;0,80 €;11/11/2019 01:40:16
5450112;11/11/2019;1,80 €;18,00 € / el kilo;11/11/2019 01:40:16
5450171;11/11/2019;1,59 €;1,59 €;11/11/2019 01:40:16
5450183;11/11/2019;2,75 €;2,75 €;11/11/2019 01:40:16
5450807;11/11/2019;1,85 €;33,04 € / el kilo;11/11/2019 01:40:16
5450808;11/11/2019;0,95 €;0,95 €;11/11/2019 01:40:16
5450809;11/11/2019;2,75 €;32,74 € / el kilo;11/11/2019 01:40:17
5450106;11/11/2019;1,85 €;33,04 € / el kilo;11/11/2019 01:40:17
5450820;11/11/2019;2,75 €;32,74 € / el kilo;11/11/2019 01:40:17
5450955;11/11/2019;0,95 €;0,95 €;11/11/2019 01:40:17
5450102;11/11/2019;1,85 €;33,04 € / el kilo;11/11/2019 01:40:17
5450818;11/11/2019;2,75 €;32,74 € / el kilo;11/11/2019 01:40:17
5450103;11/11/2019;1,85 €;33,04 € / el kilo;11/11/2019 01:40:17
5450872;11/11/2019;1,85 €;33,04 € / el kilo;11/11/2019 01:40:17
5450596;11/11/2019;0,85 €;0,85 €;11/11/2019 01:40:17
5450819;11/11/2019;2,75 €;32,74 € / el kilo;11/11/2019 01:40:17
5450178;11/11/2019;1,85 €;1,85 €;11/11/2019 01:40:18
5450958;11/11/2019;0,95 €;0,95 €;11/11/2019 01:40:18
5450101;11/11/2019;1,85 €;33,04 € / el kilo;11/11/2019 01:40:18
5450957;11/11/2019;0,95 €;0,95 €;11/11/2019 01:40:18
5450932;11/11/2019;1,29 €;1,29 €;11/11/2019 01:40:18
5450956;11/11/2019;0,95 €;0,95 €;11/11/2019 01:40:18
5450117;11/11/2019;0,99 €;0,99 €;11/11/2019 01:40:18
5450116;11/11/2019;0,99 €;0,99 €;11/11/2019 01:40:18
5450113;11/11/2019;2,75 €;2,75 €;11/11/2019 01:40:18
5450115;11/11/2019;0,99 €;0,99 €;11/11/2019 01:40:18
5450595;11/11/2019;0,80 €;17,78 € / el kilo;11/11/2019 01:40:19
5450961;11/11/2019;0,65 €;0,65 €;11/11/2019 01:40:19
5450133;11/11/2019;2,59 €;31,20 € / el kilo;11/11/2019 01:40:19
5450977;11/11/2019;0,65 €;0,65 €;11/11/2019 01:40:19
5450806;11/11/2019;0,94 €;0,94 €;11/11/2019 01:40:19
5450141;11/11/2019;2,59 €;31,20 € / el kilo;11/11/2019 01:40:19
5450136;11/11/2019;0,99 €;0,99 €;11/11/2019 01:40:19
5450159;11/11/2019;0,89 €;0,89 €;11/11/2019 01:40:19
5450165;11/11/2019;1,50 €;25,00 € / el kilo;11/11/2019 01:40:19
5450158;11/11/2019;0,89 €;0,89 €;11/11/2019 01:40:20
5450815;11/11/2019;0,94 €;0,94 €;11/11/2019 01:40:20
5450142;11/11/2019;2,59 €;31,20 € / el kilo;11/11/2019 01:40:20
