Id;Nombre;PVP;PVP_Unidad_Medida;Cantidad_Neta;URL_Producto;URL_Imagen;UltActualizacion
7894965;Ensalada completa pasta y rúcula FLORETTE 320...;2,89 €;9,03 € / el kilo;0;https://www.gadisline.com/producto/?productID=7894965;https://www.gadisline.com/resources/images/7894965_F_001.jpg;02/11/2019 14:25:22
7894974;Ensalada cuatro estaciones IFA ELIGES bolsa 250...;0,60 €;2,40 € / el kilo;0;https://www.gadisline.com/producto/?productID=7894974;https://www.gadisline.com/resources/images/7894974_F_001.jpg;02/11/2019 14:25:22
7894949;Ensalada gourmet FLORETTE bolsa 175 grs.;1,99 €;11,37 € / el kilo;0;https://www.gadisline.com/producto/?productID=7894949;https://www.gadisline.com/resources/images/7894949_F_001.jpg;02/11/2019 14:25:22
7894973;Ensalada gourmet IFA ELIGES bolsa 175 grs.;0,99 €;5,66 € / el kilo;0;https://www.gadisline.com/producto/?productID=7894973;https://www.gadisline.com/resources/images/7894973_F_001.jpg;02/11/2019 14:25:22
7894937;Ensalada gourmet otoño-invierno FLORETTE bolsa...;1,99 €;13,27 € / el kilo;0;https://www.gadisline.com/producto/?productID=7894937;https://www.gadisline.com/resources/images/7894937_F_001.jpg;02/11/2019 14:25:22
7894964;Ensalada gourmet primeros brotes FLORETTE bolsa...;1,99 €;19,90 € / el kilo;0;https://www.gadisline.com/producto/?productID=7894964;https://www.gadisline.com/resources/images/7894964_F_001.jpg;02/11/2019 14:25:22
7894976;Ensalada mezcla brotes tiernos IFA ELIGES bolsa...;0,99 €;9,90 € / el kilo;0;https://www.gadisline.com/producto/?productID=7894976;https://www.gadisline.com/resources/images/7894976_F_001.jpg;02/11/2019 14:25:22
7894934;Ensalada mezclum FLORETTE bolsa 150 grs.;1,39 €;9,27 € / el kilo;0;https://www.gadisline.com/producto/?productID=7894934;https://www.gadisline.com/resources/images/7894934_F_001.jpg;02/11/2019 14:25:22
7894981;Ensalada mezclum IFA ELIGES bolsa 150 grs.;1,25 €;8,33 € / el kilo;0;https://www.gadisline.com/producto/?productID=7894981;https://www.gadisline.com/resources/images/7894981_F_001.jpg;02/11/2019 14:25:22
7894968;Ensalada mixta FLORETTE bolsa 150 grs.;1,45 €;9,67 € / el kilo;0;https://www.gadisline.com/producto/?productID=7894968;https://www.gadisline.com/resources/images/7894968_F_001.jpg;02/11/2019 14:25:23
